UID,State,County,Population
84039025,Ohio,Clermont County,206428
84039027,Ohio,Clinton County,41968
84039029,Ohio,Columbiana County,101883
84039031,Ohio,Coshocton County,36600
84039033,Ohio,Crawford County,41494
84039035,Ohio,Cuyahoga County,1235072
84039037,Ohio,Darke County,51113
84039039,Ohio,Defiance County,38087
84039041,Ohio,Delaware County,209177
84039043,Ohio,Erie County,74266
84039045,Ohio,Fairfield County,157574
84039047,Ohio,Fayette County,28525
84039049,Ohio,Franklin County,1316756
84039051,Ohio,Fulton County,42126
84039053,Ohio,Gallia County,29898
84039055,Ohio,Geauga County,93649
84039057,Ohio,Greene County,168937
84039059,Ohio,Guernsey County,38875
84039061,Ohio,Hamilton County,817473
84039063,Ohio,Hancock County,75783
84039065,Ohio,Hardin County,31365
84039067,Ohio,Harrison County,15040
84039069,Ohio,Henry County,27006
84039071,Ohio,Highland County,43161
84039073,Ohio,Hocking County,28264
84039075,Ohio,Holmes County,43960
84039077,Ohio,Huron County,58266
84039079,Ohio,Jackson County,32413
84039081,Ohio,Jefferson County,65325
84039083,Ohio,Knox County,62322
84039085,Ohio,Lake County,230149
84039087,Ohio,Lawrence County,59463
84039089,Ohio,Licking County,176862
84039091,Ohio,Logan County,45672
84039093,Ohio,Lorain County,309833
84039095,Ohio,Lucas County,428348
84039097,Ohio,Madison County,44731
84039099,Ohio,Mahoning County,228683
84039101,Ohio,Marion County,65093
84039103,Ohio,Medina County,179746
84039105,Ohio,Meigs County,22907
84039107,Ohio,Mercer County,41172
84039109,Ohio,Miami County,106987
84039111,Ohio,Monroe County,13654
84039113,Ohio,Montgomery County,531687
84039115,Ohio,Morgan County,14508
84039117,Ohio,Morrow County,35328
84039119,Ohio,Muskingum County,86215
84039121,Ohio,Noble County,14424
84039123,Ohio,Ottawa County,40525
84039125,Ohio,Paulding County,18672
84039127,Ohio,Perry County,36134
84039129,Ohio,Pickaway County,58457
84039131,Ohio,Pike County,27772
84039133,Ohio,Portage County,162466
84039135,Ohio,Preble County,40882
84039137,Ohio,Putnam County,33861
84039139,Ohio,Richland County,121154
84039141,Ohio,Ross County,76666
84039143,Ohio,Sandusky County,58518
84039145,Ohio,Scioto County,75314
84039147,Ohio,Seneca County,55178
84039149,Ohio,Shelby County,48590
84039151,Ohio,Stark County,370606
84039153,Ohio,Summit County,541013
84039155,Ohio,Trumbull County,197974
84039157,Ohio,Tuscarawas County,91987
84039159,Ohio,Union County,58988
84039161,Ohio,Van Wert County,28275
84039163,Ohio,Vinton County,13085
84039165,Ohio,Warren County,234602
84039167,Ohio,Washington County,59911
84039169,Ohio,Wayne County,115710
84039171,Ohio,Williams County,36692
84039173,Ohio,Wood County,130817
84039175,Ohio,Wyandot County,21772
84040001,Oklahoma,Adair County,22194
84040003,Oklahoma,Alfalfa County,5702
84040005,Oklahoma,Atoka County,13758
84040007,Oklahoma,Beaver County,5311
84040009,Oklahoma,Beckham County,21859
84040011,Oklahoma,Blaine County,9429
84040013,Oklahoma,Bryan County,47995
84040015,Oklahoma,Caddo County,28762
84040017,Oklahoma,Canadian County,148306
84040019,Oklahoma,Carter County,48111
84040021,Oklahoma,Cherokee County,48657
84040023,Oklahoma,Choctaw County,14672
84040025,Oklahoma,Cimarron County,2137
84040027,Oklahoma,Cleveland County,284014
84040029,Oklahoma,Coal County,5495
84040031,Oklahoma,Comanche County,120749
84040033,Oklahoma,Cotton County,5666
84040035,Oklahoma,Craig County,14142
84040037,Oklahoma,Creek County,71522
84040039,Oklahoma,Custer County,29003
84040041,Oklahoma,Delaware County,43009
84040043,Oklahoma,Dewey County,4891
84040045,Oklahoma,Ellis County,3859
84040047,Oklahoma,Garfield County,61056
84040049,Oklahoma,Garvin County,27711
84040051,Oklahoma,Grady County,55834
84040053,Oklahoma,Grant County,4333
84040055,Oklahoma,Greer County,5712
84040057,Oklahoma,Harmon County,2653
84040059,Oklahoma,Harper County,3688
84040061,Oklahoma,Haskell County,12627
84040063,Oklahoma,Hughes County,13279
84040065,Oklahoma,Jackson County,24530
84040067,Oklahoma,Jefferson County,6002
84040069,Oklahoma,Johnston County,11085
84040071,Oklahoma,Kay County,43538
84040073,Oklahoma,Kingfisher County,15765
84040075,Oklahoma,Kiowa County,8708
84040077,Oklahoma,Latimer County,10073
84040079,Oklahoma,Le Flore County,49853
84040081,Oklahoma,Lincoln County,34877
84040083,Oklahoma,Logan County,48011
84040085,Oklahoma,Love County,10253
84040087,Oklahoma,McClain County,40474
84040089,Oklahoma,McCurtain County,32832
84040091,Oklahoma,McIntosh County,19596
84040093,Oklahoma,Major County,7629
84040095,Oklahoma,Marshall County,16931
84040097,Oklahoma,Mayes County,41100
84040099,Oklahoma,Murray County,14073
84040101,Oklahoma,Muskogee County,67997
84040103,Oklahoma,Noble County,11131
84040105,Oklahoma,Nowata County,10076
84040107,Oklahoma,Okfuskee County,11993
84040109,Oklahoma,Oklahoma County,797434
84040111,Oklahoma,Okmulgee County,38465
84040113,Oklahoma,Osage County,46963
84040115,Oklahoma,Ottawa County,31127
84040117,Oklahoma,Pawnee County,16376
84040119,Oklahoma,Payne County,81784
84040121,Oklahoma,Pittsburg County,43654
84040123,Oklahoma,Pontotoc County,38284
84040125,Oklahoma,Pottawatomie County,72592
84040127,Oklahoma,Pushmataha County,11096
84040129,Oklahoma,Roger Mills County,3583
84040131,Oklahoma,Rogers County,92459
84040133,Oklahoma,Seminole County,24258
84040135,Oklahoma,Sequoyah County,41569
84040137,Oklahoma,Stephens County,43143
84040139,Oklahoma,Texas County,19983
84040141,Oklahoma,Tillman County,7250
84040143,Oklahoma,Tulsa County,651552
84040145,Oklahoma,Wagoner County,81289
84040147,Oklahoma,Washington County,51527
84040149,Oklahoma,Washita County,10916
84040151,Oklahoma,Woods County,8793
84040153,Oklahoma,Woodward County,20211
84041001,Oregon,Baker County,16124
84041003,Oregon,Benton County,93053
84041005,Oregon,Clackamas County,418187
84041007,Oregon,Clatsop County,40224
84041009,Oregon,Columbia County,52354
84041011,Oregon,Coos County,64487
84041013,Oregon,Crook County,24404
84041015,Oregon,Curry County,22925
84041017,Oregon,Deschutes County,197692
84041019,Oregon,Douglas County,110980
84041021,Oregon,Gilliam County,1912
84041023,Oregon,Grant County,7199
84041025,Oregon,Harney County,7393
84041027,Oregon,Hood River County,23382
84041029,Oregon,Jackson County,220944
84041031,Oregon,Jefferson County,24658
84041033,Oregon,Josephine County,87487
84041035,Oregon,Klamath County,68238
84041037,Oregon,Lake County,7869
84041039,Oregon,Lane County,382067
84041041,Oregon,Lincoln County,49962
84041043,Oregon,Linn County,129749
84041045,Oregon,Malheur County,30571
84041047,Oregon,Marion County,347818
84041049,Oregon,Morrow County,11603
84041051,Oregon,Multnomah County,812855
84041053,Oregon,Polk County,86085
84041055,Oregon,Sherman County,1780
84041057,Oregon,Tillamook County,27036
84041059,Oregon,Umatilla County,77950
84041061,Oregon,Union County,26835
84041063,Oregon,Wallowa County,7208
84041065,Oregon,Wasco County,26682
84041067,Oregon,Washington County,601592
84041069,Oregon,Wheeler County,1332
84041071,Oregon,Yamhill County,107100
84042001,Pennsylvania,Adams County,103009
84042003,Pennsylvania,Allegheny County,1216045
84042005,Pennsylvania,Armstrong County,64735
84042007,Pennsylvania,Beaver County,163929
84042009,Pennsylvania,Bedford County,47888
84042011,Pennsylvania,Berks County,421164
84042013,Pennsylvania,Blair County,121829
84042015,Pennsylvania,Bradford County,60323
84042017,Pennsylvania,Bucks County,628270
84042019,Pennsylvania,Butler County,187853
84042021,Pennsylvania,Cambria County,130192
84042023,Pennsylvania,Cameron County,4447
84042025,Pennsylvania,Carbon County,64182
84042027,Pennsylvania,Centre County,162385
84042029,Pennsylvania,Chester County,524989
84042031,Pennsylvania,Clarion County,38438
84042033,Pennsylvania,Clearfield County,79255
84042035,Pennsylvania,Clinton County,38632
84042037,Pennsylvania,Columbia County,64964
84042039,Pennsylvania,Crawford County,84629
84042041,Pennsylvania,Cumberland County,253370
84042043,Pennsylvania,Dauphin County,278299
84042045,Pennsylvania,Delaware County,566747
84042047,Pennsylvania,Elk County,29910
84042049,Pennsylvania,Erie County,269728
84042051,Pennsylvania,Fayette County,129274
84042053,Pennsylvania,Forest County,7247
84042055,Pennsylvania,Franklin County,155027
84042057,Pennsylvania,Fulton County,14530
84042059,Pennsylvania,Greene County,36233
84042061,Pennsylvania,Huntingdon County,45144
84042063,Pennsylvania,Indiana County,84073
84042065,Pennsylvania,Jefferson County,43425
84042067,Pennsylvania,Juniata County,24763
84042069,Pennsylvania,Lackawanna County,209674
84042071,Pennsylvania,Lancaster County,545724
84042073,Pennsylvania,Lawrence County,85512
84042075,Pennsylvania,Lebanon County,141793
84042077,Pennsylvania,Lehigh County,369318
84042079,Pennsylvania,Luzerne County,317417
84042081,Pennsylvania,Lycoming County,113299
84042083,Pennsylvania,McKean County,40625
84042085,Pennsylvania,Mercer County,109424
84042087,Pennsylvania,Mifflin County,46138
84042089,Pennsylvania,Monroe County,170271
84042091,Pennsylvania,Montgomery County,830915
84042093,Pennsylvania,Montour County,18230
84042095,Pennsylvania,Northampton County,305285
84042097,Pennsylvania,Northumberland County,90843
84042099,Pennsylvania,Perry County,46272
84042101,Pennsylvania,Philadelphia County,1584064
84042103,Pennsylvania,Pike County,55809
84042105,Pennsylvania,Potter County,16526
84042107,Pennsylvania,Schuylkill County,141359
84042109,Pennsylvania,Snyder County,40372
84042111,Pennsylvania,Somerset County,73447
84042113,Pennsylvania,Sullivan County,6066
84042115,Pennsylvania,Susquehanna County,40328
84042117,Pennsylvania,Tioga County,40591
84042119,Pennsylvania,Union County,44923
84042121,Pennsylvania,Venango County,50668
84042123,Pennsylvania,Warren County,39191
84042125,Pennsylvania,Washington County,206865
84042127,Pennsylvania,Wayne County,51361
84042129,Pennsylvania,Westmoreland County,348899
84042131,Pennsylvania,Wyoming County,26794
84042133,Pennsylvania,York County,449058
84044001,Rhode Island,Bristol County,48479
84044003,Rhode Island,Kent County,164292
84044005,Rhode Island,Newport County,82082
84044007,Rhode Island,Providence County,638931
84044009,Rhode Island,Washington County,125577
84045001,South Carolina,Abbeville County,24527
84045003,South Carolina,Aiken County,170872
84045005,South Carolina,Allendale County,8688
84045007,South Carolina,Anderson County,202558
84045009,South Carolina,Bamberg County,14066
84045011,South Carolina,Barnwell County,20866
84045013,South Carolina,Beaufort County,192122
84045015,South Carolina,Berkeley County,227907
84045017,South Carolina,Calhoun County,14553
84045019,South Carolina,Charleston County,411406
84045021,South Carolina,Cherokee County,57300
84045023,South Carolina,Chester County,32244
84045025,South Carolina,Chesterfield County,45650
84045027,South Carolina,Clarendon County,33745
84045029,South Carolina,Colleton County,37677
84045031,South Carolina,Darlington County,66618
84045033,South Carolina,Dillon County,30479
84045035,South Carolina,Dorchester County,162809
84045037,South Carolina,Edgefield County,27260
84045039,South Carolina,Fairfield County,22347
84045041,South Carolina,Florence County,138293
84045043,South Carolina,Georgetown County,62680
84045045,South Carolina,Greenville County,523542
84045047,South Carolina,Greenwood County,70811
84045049,South Carolina,Hampton County,19222
84045051,South Carolina,Horry County,354081
84045053,South Carolina,Jasper County,30073
84045055,South Carolina,Kershaw County,66551
84045057,South Carolina,Lancaster County,98012
84045059,South Carolina,Laurens County,67493
84045061,South Carolina,Lee County,16828
84045063,South Carolina,Lexington County,298750
84045065,South Carolina,McCormick County,9463
84045067,South Carolina,Marion County,30657
84045069,South Carolina,Marlboro County,26118
84045071,South Carolina,Newberry County,38440
84045073,South Carolina,Oconee County,79546
84045075,South Carolina,Orangeburg County,86175
84045077,South Carolina,Pickens County,126884
84045079,South Carolina,Richland County,415759
84045081,South Carolina,Saluda County,20473
84045083,South Carolina,Spartanburg County,319785
84045085,South Carolina,Sumter County,106721
84045087,South Carolina,Union County,27316
84045089,South Carolina,Williamsburg County,30368
84045091,South Carolina,York County,280979
84046003,South Dakota,Aurora County,2751
84046005,South Dakota,Beadle County,18453
84046007,South Dakota,Bennett County,3365
84046009,South Dakota,Bon Homme County,6901
84046011,South Dakota,Brookings County,35077
84046013,South Dakota,Brown County,38839
84046015,South Dakota,Brule County,5297
84046017,South Dakota,Buffalo County,1962
84046019,South Dakota,Butte County,10429
84046021,South Dakota,Campbell County,1376
84046023,South Dakota,Charles Mix County,9292
84046025,South Dakota,Clark County,3736
84046027,South Dakota,Clay County,14070
84046029,South Dakota,Codington County,28009
84046031,South Dakota,Corson County,4086
84046033,South Dakota,Custer County,8972
84046035,South Dakota,Davison County,19775
84046037,South Dakota,Day County,5424
84046039,South Dakota,Deuel County,4351
84046041,South Dakota,Dewey County,5892
84046043,South Dakota,Douglas County,2921
84046045,South Dakota,Edmunds County,3829
84046047,South Dakota,Fall River County,6713
84046049,South Dakota,Faulk County,2299
84046051,South Dakota,Grant County,7052
84046053,South Dakota,Gregory County,4185
84046055,South Dakota,Haakon County,1899
84046057,South Dakota,Hamlin County,6164
84046059,South Dakota,Hand County,3191
84046061,South Dakota,Hanson County,3453
84046063,South Dakota,Harding County,1298
84046065,South Dakota,Hughes County,17526
84046067,South Dakota,Hutchinson County,7291
84046069,South Dakota,Hyde County,1301
84046071,South Dakota,Jackson County,3344
84046073,South Dakota,Jerauld County,2013
84046075,South Dakota,Jones County,903
84046077,South Dakota,Kingsbury County,4939
84046079,South Dakota,Lake County,12797
84046081,South Dakota,Lawrence County,25844
84046083,South Dakota,Lincoln County,61128
84046085,South Dakota,Lyman County,3781
84046087,South Dakota,McCook County,5586
84046089,South Dakota,McPherson County,2379
84046091,South Dakota,Marshall County,4935
84046093,South Dakota,Meade County,28332
84046095,South Dakota,Mellette County,2061
84046097,South Dakota,Miner County,2216
84046099,South Dakota,Minnehaha County,193134
84046101,South Dakota,Moody County,6576
84046102,South Dakota,Oglala Lakota County,14177
84046103,South Dakota,Pennington County,113775
84046105,South Dakota,Perkins County,2865
84046107,South Dakota,Potter County,2153
84046109,South Dakota,Roberts County,10394
84046111,South Dakota,Sanborn County,2344
84046115,South Dakota,Spink County,6376
84046117,South Dakota,Stanley County,3098
84046119,South Dakota,Sully County,1391
84046121,South Dakota,Todd County,10177
84046123,South Dakota,Tripp County,5441
84046125,South Dakota,Turner County,8384
84046127,South Dakota,Union County,15932
84046129,South Dakota,Walworth County,5435
84046135,South Dakota,Yankton County,22814
84046137,South Dakota,Ziebach County,2756
84047001,Tennessee,Anderson County,76978
84047003,Tennessee,Bedford County,49713
84047005,Tennessee,Benton County,16160
84047007,Tennessee,Bledsoe County,15064
84047009,Tennessee,Blount County,133088
84047011,Tennessee,Bradley County,108110
84047013,Tennessee,Campbell County,39842
84047015,Tennessee,Cannon County,14678
84047017,Tennessee,Carroll County,27767
84047019,Tennessee,Carter County,56391
84047021,Tennessee,Cheatham County,40667
84047023,Tennessee,Chester County,17297
84047025,Tennessee,Claiborne County,31959
84047027,Tennessee,Clay County,7615
84047029,Tennessee,Cocke County,36004
84047031,Tennessee,Coffee County,56520
84047033,Tennessee,Crockett County,14230
84047035,Tennessee,Cumberland County,60520
84047037,Tennessee,Davidson County,694144
84047039,Tennessee,Decatur County,11663
84047041,Tennessee,DeKalb County,20490
84047043,Tennessee,Dickson County,53948
84047045,Tennessee,Dyer County,37159
84047047,Tennessee,Fayette County,41133
84047049,Tennessee,Fentress County,18523
84047051,Tennessee,Franklin County,42208
84047053,Tennessee,Gibson County,49133
84047055,Tennessee,Giles County,29464
84047057,Tennessee,Grainger County,23320
84047059,Tennessee,Greene County,69069
84047061,Tennessee,Grundy County,13427
84047063,Tennessee,Hamblen County,64934
84047065,Tennessee,Hamilton County,367804
84047067,Tennessee,Hancock County,6620
84047069,Tennessee,Hardeman County,25050
84047071,Tennessee,Hardin County,25652
84047073,Tennessee,Hawkins County,56786
84047075,Tennessee,Haywood County,17304
84047077,Tennessee,Henderson County,28117
84047079,Tennessee,Henry County,32345
84047081,Tennessee,Hickman County,25178
84047083,Tennessee,Houston County,8201
84047085,Tennessee,Humphreys County,18582
84047087,Tennessee,Jackson County,11786
84047089,Tennessee,Jefferson County,54495
84047091,Tennessee,Johnson County,17788
84047093,Tennessee,Knox County,470313
84047095,Tennessee,Lake County,7016
84047097,Tennessee,Lauderdale County,25633
84047099,Tennessee,Lawrence County,44142
84047101,Tennessee,Lewis County,12268
84047103,Tennessee,Lincoln County,34366
84047105,Tennessee,Loudon County,54068
84047107,Tennessee,McMinn County,53794
84047109,Tennessee,McNairy County,25694
84047111,Tennessee,Macon County,24602
84047113,Tennessee,Madison County,97984
84047115,Tennessee,Marion County,28907
84047117,Tennessee,Marshall County,34375
84047119,Tennessee,Maury County,96387
84047121,Tennessee,Meigs County,12422
84047123,Tennessee,Monroe County,46545
84047125,Tennessee,Montgomery County,208993
84047127,Tennessee,Moore County,6488
84047129,Tennessee,Morgan County,21403
84047131,Tennessee,Obion County,30069
84047133,Tennessee,Overton County,22241
84047135,Tennessee,Perry County,8076
84047137,Tennessee,Pickett County,5048
84047139,Tennessee,Polk County,16832
84047141,Tennessee,Putnam County,80245
84047143,Tennessee,Rhea County,33167
84047145,Tennessee,Roane County,53382
84047147,Tennessee,Robertson County,71813
84047149,Tennessee,Rutherford County,332285
84047151,Tennessee,Scott County,22068
84047153,Tennessee,Sequatchie County,15026
84047155,Tennessee,Sevier County,98250
84047157,Tennessee,Shelby County,937166
84047159,Tennessee,Smith County,20157
84047161,Tennessee,Stewart County,13715
84047163,Tennessee,Sullivan County,158348
84047165,Tennessee,Sumner County,191283
84047167,Tennessee,Tipton County,61599
84047169,Tennessee,Trousdale County,11284
84047171,Tennessee,Unicoi County,17883
84047173,Tennessee,Union County,19972
84047175,Tennessee,Van Buren County,5872
84047177,Tennessee,Warren County,41277
84047179,Tennessee,Washington County,129375
84047181,Tennessee,Wayne County,16673
84047183,Tennessee,Weakley County,33328
84047185,Tennessee,White County,27345
84047187,Tennessee,Williamson County,238412
84047189,Tennessee,Wilson County,144657
84048001,Texas,Anderson County,57735
84048003,Texas,Andrews County,18705
84048005,Texas,Angelina County,86715
84048007,Texas,Aransas County,23510
84048009,Texas,Archer County,8553
84048011,Texas,Armstrong County,1887
84048013,Texas,Atascosa County,51153
84048015,Texas,Austin County,30032
84048017,Texas,Bailey County,7000
84048019,Texas,Bandera County,23112
84048021,Texas,Bastrop County,88723
84048023,Texas,Baylor County,3509
84048025,Texas,Bee County,32565
84048027,Texas,Bell County,362924
84048029,Texas,Bexar County,2003554
84048031,Texas,Blanco County,11931
84048033,Texas,Borden County,654
84048035,Texas,Bosque County,18685
84048037,Texas,Bowie County,93245
84048039,Texas,Brazoria County,374264
84048041,Texas,Brazos County,229211
84048043,Texas,Brewster County,9203
84048045,Texas,Briscoe County,1546
84048047,Texas,Brooks County,7093
84048049,Texas,Brown County,37864
84048051,Texas,Burleson County,18443
84048053,Texas,Burnet County,48155
84048055,Texas,Caldwell County,43664
84048057,Texas,Calhoun County,21290
84048059,Texas,Callahan County,13943
84048061,Texas,Cameron County,423163
84048063,Texas,Camp County,13094
84048065,Texas,Carson County,5926
84048067,Texas,Cass County,30026
84048069,Texas,Castro County,7530
84048071,Texas,Chambers County,43837
84048073,Texas,Cherokee County,52646
84048075,Texas,Childress County,7306
84048077,Texas,Clay County,10471
84048079,Texas,Cochran County,2853
84048081,Texas,Coke County,3387
84048083,Texas,Coleman County,8175
84048085,Texas,Collin County,1034730
84048087,Texas,Collingsworth County,2920
84048089,Texas,Colorado County,21493
84048091,Texas,Comal County,156209
84048093,Texas,Comanche County,13635
84048095,Texas,Concho County,2726
84048097,Texas,Cooke County,41257
84048099,Texas,Coryell County,75951
84048101,Texas,Cottle County,1398
84048103,Texas,Crane County,4797
84048105,Texas,Crockett County,3464
84048107,Texas,Crosby County,5737
84048109,Texas,Culberson County,2171
84048111,Texas,Dallam County,7287
84048113,Texas,Dallas County,2635516
84048115,Texas,Dawson County,12728
84048117,Texas,Deaf Smith County,18546
84048119,Texas,Delta County,5331
84048121,Texas,Denton County,887207
84048123,Texas,DeWitt County,20160
84048125,Texas,Dickens County,2211
84048127,Texas,Dimmit County,10124
84048129,Texas,Donley County,3278
84048131,Texas,Duval County,11157
84048133,Texas,Eastland County,18360
84048135,Texas,Ector County,166223
84048137,Texas,Edwards County,1932
84048139,Texas,Ellis County,184826
84048141,Texas,El Paso County,839238
84048143,Texas,Erath County,42698
84048145,Texas,Falls County,17297
84048147,Texas,Fannin County,35514
84048149,Texas,Fayette County,25346
84048151,Texas,Fisher County,3830
84048153,Texas,Floyd County,5712
84048155,Texas,Foard County,1155
84048157,Texas,Fort Bend County,811688
84048159,Texas,Franklin County,10725
84048161,Texas,Freestone County,19717
84048163,Texas,Frio County,20306
84048165,Texas,Gaines County,21492
84048167,Texas,Galveston County,342139
84048169,Texas,Garza County,6229
84048171,Texas,Gillespie County,26988
84048173,Texas,Glasscock County,1409
84048175,Texas,Goliad County,7658
84048177,Texas,Gonzales County,20837
84048179,Texas,Gray County,21886
84048181,Texas,Grayson County,136212
84048183,Texas,Gregg County,123945
84048185,Texas,Grimes County,28880
84048187,Texas,Guadalupe County,166847
84048189,Texas,Hale County,33406
84048191,Texas,Hall County,2964
84048193,Texas,Hamilton County,8461
84048195,Texas,Hansford County,5399
84048197,Texas,Hardeman County,3933
84048199,Texas,Hardin County,57602
84048201,Texas,Harris County,4713325
84048203,Texas,Harrison County,66553
84048205,Texas,Hartley County,5576
84048207,Texas,Haskell County,5658
84048209,Texas,Hays County,230191
84048211,Texas,Hemphill County,3819
84048213,Texas,Henderson County,82737
84048215,Texas,Hidalgo County,868707
84048217,Texas,Hill County,36649
84048219,Texas,Hockley County,23021
84048221,Texas,Hood County,61643
84048223,Texas,Hopkins County,37084
84048225,Texas,Houston County,22968
84048227,Texas,Howard County,36664
84048229,Texas,Hudspeth County,4886
84048231,Texas,Hunt County,98594
84048233,Texas,Hutchinson County,20938
84048235,Texas,Irion County,1536
84048237,Texas,Jack County,8935
84048239,Texas,Jackson County,14760
84048241,Texas,Jasper County,35529
84048243,Texas,Jeff Davis County,2274
84048245,Texas,Jefferson County,251565
84048247,Texas,Jim Hogg County,5200
84048249,Texas,Jim Wells County,40482
84048251,Texas,Johnson County,175817
84048253,Texas,Jones County,20083
84048255,Texas,Karnes County,15601
84048257,Texas,Kaufman County,136154
84048259,Texas,Kendall County,47431
84048261,Texas,Kenedy County,404
84048263,Texas,Kent County,762
84048265,Texas,Kerr County,52600
84048267,Texas,Kimble County,4337
84048269,Texas,King County,272
84048271,Texas,Kinney County,3667
84048273,Texas,Kleberg County,30680
84048275,Texas,Knox County,3664
84048277,Texas,Lamar County,49859
84048279,Texas,Lamb County,12893
84048281,Texas,Lampasas County,21428
84048283,Texas,La Salle County,7520
84048285,Texas,Lavaca County,20154
84048287,Texas,Lee County,17239
84048289,Texas,Leon County,17404
84048291,Texas,Liberty County,88219
84048293,Texas,Limestone County,23437
84048295,Texas,Lipscomb County,3233
84048297,Texas,Live Oak County,12207
84048299,Texas,Llano County,21795
84048301,Texas,Loving County,169
84048303,Texas,Lubbock County,310569
84048305,Texas,Lynn County,5951
84048307,Texas,McCulloch County,7984
84048309,Texas,McLennan County,256623
84048311,Texas,McMullen County,743
84048313,Texas,Madison County,14284
84048315,Texas,Marion County,9854
84048317,Texas,Martin County,5771
84048319,Texas,Mason County,4274
84048321,Texas,Matagorda County,36643
84048323,Texas,Maverick County,58722
84048325,Texas,Medina County,51584
84048327,Texas,Menard County,2138
84048329,Texas,Midland County,176832
84048331,Texas,Milam County,24823
84048333,Texas,Mills County,4873
84048335,Texas,Mitchell County,8545
84048337,Texas,Montague County,19818
84048339,Texas,Montgomery County,607391
84048341,Texas,Moore County,20940
84048343,Texas,Morris County,12388
84048345,Texas,Motley County,1200
84048347,Texas,Nacogdoches County,65204
84048349,Texas,Navarro County,50113
84048351,Texas,Newton County,13595
84048353,Texas,Nolan County,14714
84048355,Texas,Nueces County,362294
84048357,Texas,Ochiltree County,9836
84048359,Texas,Oldham County,2112
84048361,Texas,Orange County,83396
84048363,Texas,Palo Pinto County,29189
84048365,Texas,Panola County,23194
84048367,Texas,Parker County,142878
84048369,Texas,Parmer County,9605
84048371,Texas,Pecos County,15823
84048373,Texas,Polk County,51353
84048375,Texas,Potter County,117415
84048377,Texas,Presidio County,6704
84048379,Texas,Rains County,12514
84048381,Texas,Randall County,137713
84048383,Texas,Reagan County,3849
84048385,Texas,Real County,3452
84048387,Texas,Red River County,12023
84048389,Texas,Reeves County,15976
84048391,Texas,Refugio County,6948
84048393,Texas,Roberts County,854
84048395,Texas,Robertson County,17074
84048397,Texas,Rockwall County,104915
84048399,Texas,Runnels County,10264
84048401,Texas,Rusk County,54406
84048403,Texas,Sabine County,10542
84048405,Texas,San Augustine County,8237
84048407,Texas,San Jacinto County,28859
84048409,Texas,San Patricio County,66730
84048411,Texas,San Saba County,6055
84048413,Texas,Schleicher County,2793
84048415,Texas,Scurry County,16703
84048417,Texas,Shackelford County,3265
84048419,Texas,Shelby County,25274
84048421,Texas,Sherman County,3022
84048423,Texas,Smith County,232751
84048425,Texas,Somervell County,9128
84048427,Texas,Starr County,64633
84048429,Texas,Stephens County,9366
84048431,Texas,Sterling County,1291
84048433,Texas,Stonewall County,1350
84048435,Texas,Sutton County,3776
84048437,Texas,Swisher County,7397
84048439,Texas,Tarrant County,2102515
84048441,Texas,Taylor County,138034
84048443,Texas,Terrell County,776
84048445,Texas,Terry County,12337
84048447,Texas,Throckmorton County,1501
84048449,Texas,Titus County,32750
84048451,Texas,Tom Green County,119200
84048453,Texas,Travis County,1273954
84048455,Texas,Trinity County,14651
84048457,Texas,Tyler County,21672
84048459,Texas,Upshur County,41753
84048461,Texas,Upton County,3657
84048463,Texas,Uvalde County,26741
84048465,Texas,Val Verde County,49025
84048467,Texas,Van Zandt County,56590
84048469,Texas,Victoria County,92084
84048471,Texas,Walker County,72971
84048473,Texas,Waller County,55246
84048475,Texas,Ward County,11998
84048477,Texas,Washington County,35882
84048479,Texas,Webb County,276652
84048481,Texas,Wharton County,41556
84048483,Texas,Wheeler County,5056
84048485,Texas,Wichita County,132230
84048487,Texas,Wilbarger County,12769
84048489,Texas,Willacy County,21358
84048491,Texas,Williamson County,590551
84048493,Texas,Wilson County,51070
84048495,Texas,Winkler County,8010
84048497,Texas,Wise County,69984
84048499,Texas,Wood County,45539
84048501,Texas,Yoakum County,8713
84048503,Texas,Young County,18010
84048505,Texas,Zapata County,14179
84048507,Texas,Zavala County,11840
84049001,Utah,Beaver County,6710
84049003,Utah,Box Elder County,56046
84049005,Utah,Cache County,128289
84049007,Utah,Carbon County,20463
84049009,Utah,Daggett County,950
84049011,Utah,Davis County,355481
84049013,Utah,Duchesne County,19938
84049015,Utah,Emery County,10012
84049017,Utah,Garfield County,5051
84049019,Utah,Grand County,9754
84049021,Utah,Iron County,54839
84049023,Utah,Juab County,12017
84049025,Utah,Kane County,7886
84049027,Utah,Millard County,13188
84049029,Utah,Morgan County,12124
84049031,Utah,Piute County,1479
84049033,Utah,Rich County,2483
84049035,Utah,Salt Lake County,1160437
84049037,Utah,San Juan County,15308
84049039,Utah,Sanpete County,30939
84049041,Utah,Sevier County,21620
84049043,Utah,Summit County,42145
84049045,Utah,Tooele County,72259
84049047,Utah,Uintah County,35734
84049049,Utah,Utah County,636235
84049051,Utah,Wasatch County,34091
84049053,Utah,Washington County,177556
84049055,Utah,Wayne County,2711
84049057,Utah,Weber County,260213
84050001,Vermont,Addison County,36777
84050003,Vermont,Bennington County,35470
84050005,Vermont,Caledonia County,29993
84050007,Vermont,Chittenden County,163774
84050009,Vermont,Essex County,6163
84050011,Vermont,Franklin County,49402
84050013,Vermont,Grand Isle County,7235
84050015,Vermont,Lamoille County,25362
84050017,Vermont,Orange County,28892
84050019,Vermont,Orleans County,27037
